Seq,텍스트,이미지
20451,"서재는 빌트인으로 꽉꽉 채워넣었습니다. 책상과 연결된 서재장으 로 설계하여 의자만 가지고 오면 끝나는 형태로 설계하였습니다. 책상 앞으로 중앙오픈장을 설계 하여 자녀라던지 누구든 앉아서 같이 대화할 수 있는 공간 또한 설계하였습니다. 주요시공 : 빌트인 서재장, 빌트인 중앙오픈장",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271415810_0.jpg
20451,"아이방에서 설명드릴 것은 벤치장 입니다. 초등학생의 자녀를 가지신 고객님들께서는 집중!! 스스로 정리하는 습관, 공간의 활용 등을 위해 벤치장을 시공합니다. 벤치장은 위에서 문을 열어서 수납을 할 수 있으며, 문을 닫았을 경우 위쪽으로 앉아서 책을 읽거나 누워서 쉼을 할 수도 있습니다. 주요시공 : 벤치장",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271616897_0.jpg
20452,"한샘리하우스 이윤재 RD 입니다. 이번 공간은 경기도 시흥시 배곧 한라비발디캠퍼스 118A㎡ 입니다. 방4개, 욕실2개, 1BAY 확장형 구조의 아파트이고 영유아 자녀를 둔 부부의 공간으로 설계되었습니다. 하나하나 살펴보도록 하겠습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676268680375_0.jpg
20452,"* 현관(행잉현관장) -제품 : 밀란100 무드화이트 행잉형 현관장 -특징 1) 하부 띄움공간에 자주 신는 신발(외출화, 슬리퍼 등)을 놓아두고 편하게 사용할 수 있다. 2) 하부 띄움공간에 T5 조명을 이용하여 현관의 분위기를 살려낼 수 있다. 유행을 타지않는 기능성 디자인의 행잉현관장을 시공함으로써 생활의 편리함을 높였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676268987323_0.jpg
20452,"*빌트인 특수장 -제품 : 오픈서랍장(수납형)_무드베이지  ,  무드베이지 엔드파우더장(타공판EP) -특징 1) 기존 붙박이장과는 다르게 하부에는 서랍, 상부에는 오픈된 수납장이 있다. 2) 자주 사용하는 옷(잠옷, 외출복, 외투 등)을 오픈된 공간에 수납함으로써 큰 도어를 열지 않고도 수납을 용이하게 할 수 있다. 3) 엔드파우더장을 옆에 두어 간단하게 옷매무새를 다듬을 수 있고 간단한 화장품 바를 수 있는 공간. 생각보다 붙박이장의 큰 도어를 열고 닫는게 불편함을 느끼시는 고객들이 계신다. 그런 고객의 니즈에 맞춰 출시된 한샘 오픈서랍장(수납형)은 고객에게 새로운 경험을 선사한다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676269262692_0.jpg
20452,"*주방(부엌) -제품 : ML100 밀란 무드베이지  ,  삼성 비스포크  ,  삼성 식기세척기 -특징 1) 삼성비스포크의 키친핏 벽장 2) ㄱ자 주방 3) 아일랜드 식탁 4) 큰 부엌창을 살려내는 깔끔한 디자인 5) 은은한 분위기의 깔끔한 무드베이지 색상의 도어 한샘은 삼성과 협업하여 냉장고를 깔끔하게 사용할 수 있게 키친핏을 적용하고 있습니다. 비스포크의 아름다운 색상 조합과 한샘의 고퀄리티 코팅기법으로 제작된 도어가 잘 어우려져 환상적인 모습을 보여주고 있습니다. 또한, 아일랜드를 이용하여 식탁을 만들어 조리하여 바로 식사가 가능하도록 동선활용을 할 수 있습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270383176_0.jpg
20452,"*거실(리빙룸) -제품 : 한샘 월플러스 핀도스  ,  실링팬  ,  다운라이트 -특징 1) 기존 우물천정을 활용하여 각 면에 T5 보조 조명을 사용 2) 가운데 메인 거실등을 달지않고 실링팬을 활용하여 냉난방의 효율 극대화 3) 아트월을 활용하여 대리석과 같은 고급스러움으로 분위기 업그레이드 4) 어둡지않게 다운라이트를 다수 이용하여 구역별 스위치 배분",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270569537_0.jpg
20452,"*안방(침실) -제품 : 침대장  ,  수납장(빌트인도어) -특징 1) 침대장을 이용하여 메인등을 꺼두어도 침대장에서 은은한 조명을 켜고 숙면을 취할 수 있다. 2) 좁은 공간의 침실은 침대장을 이용하면 최대 효율로 수납을 활용할 수 있다. 3) 드레스룸이 따로 마련되어 있다면 침대장을 추천드립니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270798580_0.jpg
20452,"*안방욕실 -제품 : 조명거울  ,  파티션  ,  상부장  ,  선반 등 -특징 1) 조명거울을 사용하여 분위기도 살리고 조금 더 밝은 표현이 가능 2) 상부장 하나로는 부족할 수 있는 수납을 w600 선반을 시공함으로써 해결 3) 공간이 좁지않다면 무조건 파티션을 이용하여 샤워공간 분리 필수 4) 휴플로어-다크그레이 , 휴판넬-카라라화이트",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271006526_0.jpg
20454,"주방 - ML100 무드 화이트 화이트로 깔끔한 주방을 나타내었고, 밀란100 핸들리스 도어로 깔끔한 인테리어를 좋아하는 고객님의 취향에 딱이며, 아이가 손잡이에 부딪힐 위험이 적어 적극 추천합니다 :)",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270385901_0.jpg
20454,침실 - ML100무드 화이트 파우더룸 - 빌트인파우더 장 발코니 - 반침장 안방 역시 화이트로 깨끗한 분위기를 나타내며 발코니가 있어 넓은 샷시교체로 안방이 좁아보이지 않도록 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270645848_0.jpg
20454,서재 - 책상 및 붙박이장 사무업무가 많은 고객님의 서재에는 책상과 붙박이장으로 넉넉한 수납이 가능하도록 개인공간을 잘 활용할 수 있도록 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270793758_0.jpg
20454,아이방 - 빌트인플러스 무드 화이트 아이방에는 아이가 독립적으로 사용할 수 있는 2층 침대와 한쪽 벽면을 가득채운 수납장이 아이의 관심을 불러일으키기 좋을 듯 합니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270992301_0.jpg
20454,"공용욕실 조적으로 만든 욕조가 돋보이는 공용욕실 아이를 씻길때, 그리고 반신욕을 즐기기에 그레이톤의 인테리어가 편안한 욕실을 만들어줍니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271213208_0.jpg
20455,"거실 거실은 천장 평탄화 작업으로 깔끔한 천장에 다운라이트를 설계하였습니다. tv아트월 벽면은 보강작업을 진행 하였고, 가벽부분은 유리파티션으로 재 탄생 하였습니다. 바닥은 한샘 강마루 6.0화이트오크로시공하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271641028_0.jpg
20455,"주방 주방쪽은 ㄷ자형 아일랜드 주방으로 구성하였습니다. 조리공간은 넓히고 아일랜드에서 요리를 하실수 있도록 삼성 비스포크 인덕션을 설치하면서, 아일랜드형 탄소필터 후드를 연계하였습니다. 기존 후드의 위치를 고집하지 않고 아일랜드 위치에 후드를 설치 함으로써 대면형 주방이 완성 되었습니다. 냉장고는 빌트인으로 왼쪽편에 위치하였으며 식기세척기 공간과 더불어 하부장부분을 밥솥을 넣을수 있도록 구성하였습니다. 부엌 도어는 한샘 플랫화이트 모델인 무광도어로 구성하였고 수납위주의 빌트인 주방을 구성하였습니다. *주요 시공 : ㄱ자주방, 아일랜드, 후드, 키친핏 키친판넬",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271681915_0.jpg
20455,"안방 안방은 침대와 붙박이장, 화장대를 한번에 해결할수 있는 빌트인화장대와 슬라이딩 붙박이장을 연계하였습니다. *슬라이딩, 빌트인 화장대의 색상은 선택사항입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271778627_0.jpg
20455,욕실 욕실은 300*600각 벽타일과 300*300각의 타일로 구성하였습니다. 카라라 타입의 마블타일로 좀더 밝고 포인트 되는 욕실이 완성되었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271990252_0.jpg
20455,"드레스룸 드레스룸에는 오픈형으로 옷을 걸수 있는 타입으로 구성하였습니다. 추가로, ACC장을 구성하여 선글라스 등의 소지품을 보관할수 있습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676271844298_0.jpg
20457,거실 호텔로비와 같은 거실입니다 월플러스가 고급스러움을 연출해 주었습니다. 거실에 배치된 폴딩도어는 프레임에 블랙으로 포인트가 들어가서 폴딩도어의 한폭 한폭이 액자처럼 외부의 다양한 모습을 담는듯 한 상황을 연출 할 것입니다. 천장의 구조 또한 우물천장이 아닌 양쪽 사이드에 이노실링과 같은 느낌의 간접조명을 만들었습니다. 거실 쇼파에 앉아 있으면 하루의 고단함 또한 사라질 것 같지 않으신가요? 주요시공 한샘 월플러스 한샘 폴딩도어 천장간접조명시공,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676340138663_0.jpg
20457,현관 크로바의 현관은 평수에 비해 다소 작은 모습을 보입니다 그래도 실용성을 중요시 해야하기 때문에 행잉형의 현관장을 시공하였습니다 행잉형의 장점은 하부의 은은한 T5간접등과 떠 있는 공간에 손님이 왔을 때 신발 보관이 가능 하여 현관이 깔끔하게 정리된 모습을 보실수 있습니다. 밝은 색의 도어는 좁을 공간을 넓게 보이는 효과가 있고 3연동 중문에 미스트 유리를 시공하여 내부에서는 현관의 모습이 가려져 안정된 느낌이 듭니다. 주요시공 3연동 중문 행잉형 현관장 300*600타일 시공 T5 간접등,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676340625289_0.jpg
20457,안방 & 자녀방 가족구성원 취향에 맞는 색상으로 도배를 진행했습니다 가장 편해야 하는 공간이기에 기본에 충실하며 가장 모던한 느낌으로 연출했습니다 주요시공 한샘 벽지,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676342010222_0.jpg
20457,서재 & 드레스룸 방이 많다보니 공간 분리가 확실하다는 것이 최대 장점입니다 옷을 한곳에 보관 가능한 드레스룸 취미 생활이 가능한 서재 추후에는 서재를 드레스룸으로도 변경 가능하십니다. 주요시공 붙박이장 시스템장,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676342500398_0.jpg
20458,[방1] - 강마루 플레인 화이트 - 실크벽지 모닝미스트 탁월한 컬러선택으로 좁은 방을 넓어보이게 해줍니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676269879772_0.jpg
20458,"[방2] - 강마루 플레인 화이트 - 실크벽지 모닝미스트 청음실을 꾸며보았습니다. 음악감상, 독서 등 취미를 즐길 수 있는 방입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676269906798_0.jpg
20458,[부엌] 유로 그레이스 아보카도 컬러의 트랜디하고 편안한 느낌을 주는 컬러입니다. 식물과 잘 어우러지며 네추럴한 느낌을 줍니다. 11자형 부엌으로 이동 동선을 최소화하여 조리시 편안한 동선을 만들어줬습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676269931565_0.jpg
20458,[거실] 좁은 거실을 넓고 와이드하게 보일 수 있도록 가구를 많이 배치하기 보다는 미니멀하게 연출했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270050579_0.jpg
20458,"[공용욕실] 한샘 바스로 꾸며진 욕실입니다. 휴플로어와 휴판넬로, 힘든 락스청소를 할 필요가 없으며 매지가 없기 때문에 아주 깔끔해 보이는 것이 장점입니다. 깔끔한 화이트 컬러의 상부장과 조명등이 들어간 거울로 포인트를 주었습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270063597_0.jpg
20458,[침실] 화이트톤의 벽지와 화장실로 이어지는 통로를 아치형으로 만들어 주어 트랜디한 느낌이죠?,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676270097072_0.jpg
20459,주방 ① 한샘 밀란100 무드베이지/블루 투톤으로 시공된 수영현대 30평 주방입니다. 깔끔한 ㄱ자 구성으로 구성해서 거실에서 바라보았을때 가로막히지 않아서 공간이 넓어보인답니다. 매트한 질감의 매력을 잘 표현한 한샘 밀란 100 투톤 싱크대 :) ② 식탁 테이블이 놓일 공간에는 엔틱함을 더한 행잉 조명을 설치해드렸습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676272297054_0.jpg
20459,"아이방 & 드레스룸 작은방 1,2는 각각 아이방, 드레스룸으로 사용할 계획이라 방 사이즈에 맞춰 붙박이장을 시공했습니다. 무늬와 컬러감이 있는 제품으로 심심하지 않은 공간을 완성해줍니다 ^^",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676272860696_0.jpg
20464,"주방은 평수에 비해 구석진 곳에 있으며 좁은 형태입니다. 그로 인해서 순백색 화이트 도어인 유로200 루체화이트를 적용하여 보다 넓고 밝은 느낌을 줄 수 있게 선정하였습니다. 또한 벽면의 타일은 600각 타일을 이용하여 넓고 시원하게 보일 수 있도록 하였으며 유지 관리도 용이하다고 할 수 있습니다. 후드는 자체적으로 정화가 가능한 프랑케 마리스 후드를 선정하여 화이트톤에서 고급스러운 포인트가 될 수 있게끔 하였습니다. 비스포크 냉장고와 식기세척기가 시공될 예정이므로 그것을 고려하여 구성을 하였고, 최대한 조리공간과 수납 확보를 위해 ㄷ자 아일랜드형으로 시공하였습니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676337074367_0.jpg
20472,"안방욕실 안방욕실은 공용욕실과 동일하게 600x600의 포세린타일을 적용하였으며, 상부장은 EURO5 베일화이트장 그리고 간접조명이 적용된 비정형 거울을 시공하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676366722834_0.jpg
20474,* 주방 기존에 ㅡ자 주방에서 11자 주방으로 구조 변경. 냉장고를 주방 옆방으로 빼고 식탁대신 아일랜드 식탁을 이용해서 더 넓어 보이는 주방으로 시공.,https://qhrenderpicoss.kujiale.com/r/2023/02/10/L3D187S57ENDP347B7YUWIHCMLUF3P3XW888_3840x2160.jpg
20474,* 주방 옆방 냉장고 및 붙박이장을 설치해서 부족한 수납 및 부엌공간 확보 냉장고 장보다 냉장고가 튀어 나와 있는걸 싫어 하시는 고객님들이 계신데 방안쪽에 위치하고 있어 더욱 심플하고 깔끔한 주방 연출 가능,https://qhrenderpicoss.kujiale.com/r/2023/02/10/L3D124S57ENDP347CMAUWIHCMLUF3P3X4888_4000x3000.jpg
20474,* 안방 붙박이와 화장대를 연결시공해서 조금 부족하지만 수납 및 실용성을 동시에 챙김. 부족한 수납은 부엌 옆방 붙박이장 이용.,https://qhrenderpicoss.kujiale.com/r/2023/02/10/L3D187S57ENDP347WNAUWI3LQLUF3P3XQ888_3840x2160.jpg
20474,* 자녀방 붙방이장과 엔드화장대를 설치해서 중학생 따님의 화장품도 충분히 수납가능 옷 수납이 조금 아쉽지만 계절에 맞춰서 부엌 옆방 붙박이장을 이용하면 충분히 커버 가능.,https://qhrenderpicoss.kujiale.com/r/2023/02/10/L3D187S57ENDP347WEYUWIHCMLUF3P3WA888_3840x2160.jpg
20474,* 욕실 욕신 단변이 굉장히 짧은편이라 양변기가 문에 걸리지 않게 많이 안쪽으로 위치하고 있음. 그 사이공간을 욕실용 키큰 수납장으로 채워서 디자인 및 수납력을 올림.,https://qhrenderpicoss.kujiale.com/r/2023/02/10/L3D124S57ENDP347XGQUWJLQ2LUF3P3W2888_4000x3000.jpg
20475,"[ 거실+침실 ] 공작부영 15평 구조는 큼직한 거실공간과, 작은방 한칸, 그리고 욕실이 있는 구조입니다! 거실공간은 침실+다이닝+수납의 기능을 모두하는 공간으로 연출했습니다~ 밋밋한 느낌은 싹 없애고 싱그러운 그린컬러로 한층 산뜻합니다!",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274588144_0.jpg
20475,"[ 주방 ] 옐로우컬러와 그린컬러가 만났을 때 굉장히 긍정적인 색의 에너지가 생기곤 합니다! 화이트로 무던하게 배치된 주방은, 냉장고와 벽면의 타일색상이 살려줍니다 :)",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274700707_0.jpg
20475,[ 작업실 ] 가구로만 배치하여 사용자의 작업공간을 최대화한 입구방입니다. 책장과 책상으로 배치하여 작업의 효율을 높여드릴게요!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274796549_0.jpg
20494,"리모델링 포인트 1. 디자인 포인트! 안방 포인트 벽지 3. 실용성을 겸비한 아담한 주방 4. 절제된 디자인의 느낌을 주는 라인조명까지 주요 자재 정보 - 주방 : 한샘 ML100 MOOD WHITE - 공용욕실 : 600각 타일 [삶의 여유가 있는, 거실&주방] 신혼부부인 만큼 둘만의 공간과 모던함을 추구하는 클라이언트를 위해 화이트톤의 바탕과 모던한 소재, 그리고 집의 무드를 더욱 은은하게 해주는 간접 조명 및 라인조명 을 더해 아늑하면서도 고급스러운 공간으로 재탄생하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676272521002_0.jpg
20494,한샘을 대표하는 부엌 2023년 베스트셀러가 될 한샘 ML100 MOOD WHITE 제품으로 아담하면서 실용성 있는 공간을 연출 시켜드렸습니다!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676272556773_0.jpg
20494,파우더장부터 붙박이장까지 구성하여 맞춤 수납을 위한 룸으로 재탄생!,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676272720465_0.jpg
20494,편안하게 휴식할 수 있는 부부만의 공간으로 따뜻한 색감의 포인트 벽지와 간접 무드등 까지 안방을 더욱 고급스럽게 만들어 준답니다! [현관],https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676272799396_0.jpg
20500,"조명 : 1.1cm 얇은 두께의 수퍼슬림조명으로 깔끔한 천정. 강마루 : 깔끔하고 실용적인 한샘 6.5T 강마루. 한샘의 꽃, 주방",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676273884927_0.jpg
20500,"ML200 무드 와인 톤다운된 와인컬러가 멋스러운 무드라인입니다. 기존 화이트 컬러의 후드장은 묵은 때가 눈에 보이지만, 컬러감 있는 도어는 유지하시기 부담이 없으시겠죠 ? 휴식공간, 침실",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274022054_0.jpg
20500,"침대 앞 벽은 깔끔한 매트화이트 붙박이장으로 매립시켜 수납력 UP! 깔끔한 타일시공, 욕실",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274078867_0.jpg
20500,"욕조 옆면은 타일시공으로 깔끔하게, 공간이 협소한 욕실은 젠다이보다 대리석 선반을 추천드립니다 :) 입구방)",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274138242_0.jpg
20502,거실 첫번째 장소는 거실입니다. 4인 가족이 가장 많이 머무르는 장소 입니다 TV벽 쪽은 월플러스로 포인트를 줬으며 소파벽은 미가루버를 이용해 거실의 다양한 아름다움을 보실수 있습니다. 충분히 넓은 거실공간 이기 때문에 확장없이 폴딩도어를 활용하여 발코니는 홈바나 카페같은 분위기가 가능케 하였습니다. 주요시공 한샘 미가루버 한샘 월플러스 한샘 폴딩도어,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676347551187_0.jpg
20502,부엌 따뜻하고 차분한 로즈그레이 컬러와 슬림한 디테일이 만나 한샘만의 클래식 무드를 연출하는 주방 EO500 페이지 로즈그레이 입니다 은은한 분홍빛이 정말 매력적이며 클래식 도어 라고 하기에는 상당히 슬림한 디테일이 있습니다. 'ㄷ'자 구조로 시공하였으며 가운데는 후드와 선반으로 심플하면서도 실용성을 살렸습니다. 가족과 이곳에서 즐거운 식사를 할 수 있다는 상상만으로도 행복한 공간입니다 색상자체가 10년이 지나도 질리지 않고 오래 봐도 처음과 같은 느낌이 유지 될 듯합니다. 주요시공 EO500 페이지 로즈그레이 'ㄷ'자 시공 키친판넬 메인등과 다운라이트,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676351504828_0.jpg
20502,안방 네번째 보실 곳은 안방과 파우더룸 공간입니다 현관과 마찬가지로 안방에도 브론즈미러 도어를 적용함으로서 은은한 빛깔이 너무 매력적입니다. 파우더룸과 안방사이에는 아치형 통로를 만들어서 공간의 아름다움을 극대화 시켰습니다. 파우더룸 안쪽은 시스템장을 배치하여 수납공간을 늘렸습니다. 주요시공 붙박이장 시스템장 파우더장,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676352344952_0.jpg
20502,자녀방 두 자녀의 개인공간 자녀방을 소개합니다 자기 개발과 취미활동이 가능한 구성으로 연출해 보았습니다. 아이의 성장은 빠르기 때문에 현재의 취향보다는 질리지 않는 색상의 도배를 사용하였으며 이동이 가능한 수납장을 배치함으로서 추후에 또 다른 배치를 가능케 하였습니다. 주요시공 한샘 벽지 수납,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676352835516_0.jpg
20502,공용욕실 & 안방욕실 마지막으로 보실 공간은 욕실입니다. 아파트 구조상 욕실의 구조는 단순합니다. 하지만 어떻게 포인트를 주느냐에 따라서 욕실은 평범한 고정관념에서 벗어 날 것입니다. 공용욕실은 밝은 톤의 한샘바스 제품을 사용하였고 골드로 포인트를 줘서 아름다움을 표현했습니다. 왠지 집 욕실에서 셀카를 찍어야 할 것만 같네요. 안방욕실은 공용욕실과는 반대로 다소 무게감 있게 연출했습니다. 하지만 가운데 조명거울을 사용한다면 화사한 분위기 연출이 가능합니다. 주요시공 한샘 바스(휴판넬 + 휴플로어) 조명거울 젠다이 샤워 파티션,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/14/1676353284676_0.jpg
20505,"바닥은 포인트 타일을 시공하였으며, 브론즈 유리와 3연동 중문을 설치하여 넓어보이는 효과를 가져왔습니다. 신발장 밑으로는 간접등을 넣어드려습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676274400055_0.jpg
20505,요리를 잘 하지않아 최소한의 공간만있으면 된다는 고객님의 요청에따라 미니멀한 톤다운된 주방공간을 제안해드렸습니다. 중문을 설치하여 음식냄새도 최소화하면서 거실과 공간분리 효과를 보실 수 있게 설계하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676275006375_0.jpg
20505,금방이라도 스르륵 잠들 수 있게 최소한의 가구만 배치하여 아늑한 침실 공간으로 구성해 보았습니다. 침대해드와 옷장을 통일감있게 연결하여 공간을 좀 더 넓게 사용하실 수 있도록 설계해드렸습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676275253785_0.jpg
20505,"재택근무환경에맞게 일에 집중할 수 있도록 책장과 책상을 연결하여 통일감있게 시공해드렸으며, 맞은편 벽에는 낮은 책장으로 공간을 설계해드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676275416394_0.jpg
20505,"한샘바스중에 가로판넬로 시공하여 투톤느낌의 생동감있는 공간으로 설계해드렸습니다. 세면대에 하부장을 넣어 수납력을 높였으며, 다운라이트가아닌 라인조명으로 공간감을 넓혀드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676275710867_0.jpg
20505,"공간이 협소하여 옷장대신 시스템행거를 넣어드렸으며, 낮은 장을 넣어 답답하지 않고 넓게 공간을 활용하실 수 있게 설계해드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676275946598_0.jpg
20529,영도 원우엔리치빌 현장은 마루가 아닌 마루스타일의 장판을 시공하였는데요. 고객님의 반려견과 아이를 위해 쿠션감이 있는 제품을 선택했답니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277692468_0.jpg
20529,"주방 tip ! 돌출된 베란다 공간으로 인해 좁아보이는 점을 고려해 일자 주방 시공하기 ① 원우엔리치빌 경우 주방 뒷베란다 들어가는 공간에 벽면이 돌출되어있어 공간이 좁아 보이는 형태입니다 시야적으로 답답해 보이지 않도록 I자 형태의 싱크대를 시공하여 공간이 넓게 보이도록 하였습니다. ? ② 싱크대와 키큰장이 결합된 형태로, 고객님의 동선을 생각하여 수납과 공간을 설정하여 제작해드렸습니다. 돌출형 손잡이가 아닌 내부손잡이로 움직일 때 옷가지가 걸리지 않게, 깔끔하고 심플한 느낌이 들도록 싱크대를 제작 및 시공해드렸습니다. ③ 싱크대 천정에 LED 면조명을 시공하여 주방 사용시 어둡지 않고 환한 공간으로 쓸 수 있게 신경썼습니다 :-)",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277886371_0.jpg
20529,"공용 욕실 & 안방 욕실 안방 욕실 ,거실 공용 욕실 모두 동일한 한샘 휴플로어 타입의 욕실로 시공해드렸습니다. 거실 욕실과 다르게 안방 욕실은 욕조가 아닌 샤워부스 형태로 시공하여 건식으로 사용하시기 편하도록 하였습니다. 젠다이를 시공하여 고객님의 세면도구를 배치 하실수 있도록 하였으며, 고압호수 및 욕실 악세사리를 시공하여, 고객님께서 사용하시기 편하도록 하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676278009253_0.jpg
20529,"ROOM 1,2 작은방 한 곳은 한샘 드레스룸 시스템행거를 설치해 효율적인 수납 및 공간을 사용하실 수 있게 완성하였으며 작은방 또한 바닥,벽지를 비롯한 몰딩 걸레받이를 교체하고 창호 역시 방음&단열을 높혀줄 새 제품으로 교체해드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676278308208_0.jpg
20531,공용욕실 _ Public Bathroom Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277519424_0.jpg
20531,입구방 _ Entrance room Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277601188_0.jpg
20531,거실 _ living room Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277624988_0.jpg
20531,거실발코니 _ living room Balcony Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277657496_0.jpg
20531,주방 _ kitchen Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277690689_0.jpg
20531,주방발코니 _ kitchen Balcony Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277734370_0.jpg
20531,안방_ Main room Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277775218_0.jpg
20531,안방욕실_ Master bath Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277789783_0.jpg
20531,안방건너방_ Across the main room Copyrights@Hanssem Design Hae All Rights reserved,https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277831031_0.jpg
20531,"최근 들어 집을 아름답게 꾸며서 오롯한 휴식과 삶을 즐기고 싶은 사람들이 많다. 깔끔한 빈 도화지처럼 곳곳의 숨은 깊이 있는 공간들까지 캐치해서 멋까지 더해진다면, 그 곳이 바로 현실속 지상낙원 아닐까.",https://image.hanssem.com/hsimg/upload/homeIdea/2023/02/13/1676277869936_0.png
20532,* 주방 타일 대신 키친판넬을 시공하여 관리하기 편하고 화이트 색상 주방으로 산뜻하고 깔끔한 느낌의 주방연출했어요. 구조상 주방을 크고 화려하게 할 수는 없지만 이럴 수 록 조금 심플한 구조와 밝은 색상으로 시공하면 좁은 주방을 좀더 넓어 보이게 할 수 있어요!!,https://qhrenderpicoss.kujiale.com/r/2023/02/13/L3D124S57ENDP33BN7IUWIHCMLUF3P3W4888_4000x3000.jpg
