Seq,Title,ShopName,Address,Area (평형),Cost,Style,Space,Apt Name,View Count,Editor,TagList
24766,"대구 수성동4가 화성쌍용타운 23평, 은은하고 아늑한 화이트 컨셉 하우스",한샘 한샘리하우스 대리점,대구광역시 수성구,27.0,,모던,"전체,거실,침실,키친,욕실,발코니,현관,기타",화성쌍용타운,531,한샘리하우스 한샘대리점,"매트화이트,화이트붙박이장,무광도어,젠다이,그레이타일,베이지판넬,욕실등,거울장,한샘도기,초슬림중문,3연동중문,모루유리,매트화이트,화이트현관장,행잉형현관장,터치화이트,터치질감,화이트붙박이장,폴딩도어,아트월,월플러스,모카크림,화이트벽지,실링팬,매입등,화이트주방,ㄱ자주방,매트화이트,무광도어,사각싱크볼,매입등,냉장고장"
24767,"경산 옥산 우방타운 34평, 웜한 컬러로 따뜻함 가득한 공간",한샘 한샘리하우스 대리점,경상북도 경산시,34.0,,모던,"전체,거실,침실,키친,욕실,발코니",옥산우방타운,640,한샘리하우스 한샘대리점,"ㄷ자주방,화이트주방,아일랜드식탁,브라운상판,인덕션,붙박이장,베이지가구,베이지벽지,실크벽지,방확장,아트월,매입등,테라조타일,젠다이,거울수납장,코너선반,해바라기수전,그레이타일"
24768,"대구 용산동 동서우방타운아파트 49평, 짜임새 있는 설계로 실용적인 공간!",한샘 한샘리하우스 대리점,대구광역시 달서구,49.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,발코니,현관,기타",용산동서우방타운아파트,220,한샘리하우스 한샘대리점,"3연동중문,매트화이트,화이트현관장,행잉형현관장,모루유리,그레이오크,슬림등,엣지등,화이트벽지,매입등,그레이타일,심플욕조,젠다이,한샘도기,거울장,하부조명,매트화이트,빌트인파우더장,매트화이트,화이트붙박이장,무광도어,모노캐시미어,모노주방,슬림등,주방등,ㄱ자주방,무광도어,사각싱크볼,키친판넬,모노캐시미어,모노주방,키큰장,하이글로시,유광화이트,유광도어"
2477,작은 공간까지 수납공간으로 완벽하게 꾸민 첫마을 5단지,유성 한샘리하우스 대리점,세종특별자치시 ,33.0,1천만원 미만,모던,키친,첫마을5단지,632,한샘리하우스 유성대리점,
24772,"대구 중동 수성데시앙리버뷰 43평, 원목 루버로 감각적인 내추럴 인테리어",한샘 한샘리하우스 대리점,대구광역시 수성구,43.0,,내추럴,"전체,거실,침실,키친,드레스룸,현관,기타",수성데시앙리버뷰,509,한샘리하우스 한샘대리점,"ㄱ자주방,화이트주방,아일랜드,펜던트조명,주방수납,간살중문,우드중문,슬라이딩중문,현관장,간접조명,드레스룸,행거,수납장,시스템에어컨,우물천장,간접조명,아트월,포세린타일,매입등,침대헤드,루버,우드포인트,벽조명,아치형문"
24773,"대구 호산동 삼성한국형아파트 49평, 고급지고 단아한 모던 인테리어",한샘 한샘리하우스 대리점,대구광역시 달서구,49.0,,모던,"전체,거실,침실,키친,욕실,발코니",삼성한국형아파트,599,한샘리하우스 한샘대리점,"매트화이트,빌트인파우더장,모노캐시미어,모노주방,ㄷ자주방,가전장,냉장고장,사각싱크볼,주방등,모던거실,매입등,슬림등,엣지등,월플러스,아트월,휴판넬,리버베이지,베이지판넬,브론즈파티션,젠다이"
24774,"밀양시 삼문동 유성청구타운 아파트 31평, 넓은 공간, 꼼꼼한 단열!",한샘 한샘리하우스 대리점,경상남도 밀양시,31.0,,모던,"전체,거실,침실,키친,욕실,발코니,현관,기타",유성청구타운,844,한샘리하우스 한샘대리점,"아트월,월플러스,거실확장,단열작업,엣지등,매입등,터치크림,빌트인파우더장,빌트인붙박이장,무광도어,무광붙박이장,플랫화이트,무광화이트,무광도어,화이트주방,ㄱ자주방,매입등,플랫화이트,화이트현관장,행잉형현관장,3연동중문,현관아트월,휴판넬,카라라화이트,카라라판넬,한샘도기,모던욕실,휴플로어,카고그레이,리버베이지,휴판넬,한샘도기"
24776,"대구 지묘동 팔공보성1차 50평, 앤틱하고 세련된 느낌이 가득한 하우스",한샘 한샘리하우스 대리점,대구광역시 동구,50.0,,빈티지&amp;앤틱,"전체,거실,침실,키친,욕실,발코니,현관",팔공보성아파트,465,한샘리하우스 한샘대리점,"3연동중문,화이트신발장,베이지현관,현관포인트타일,플라워패턴중문,메탈손잡이,냉장고장,주방수납장,화이트주방,손잡이하부장,렌지대,그레이무드,매트화이트,모자이크타일,베이지욕실,욕조,블랙포인트주방,다이아몬드타일,직사각형LED,화이트상부장,빈티지인테리어,빈티지거실,우물천장,매입등,사각LED등,우드장판,빈티지액자,친환경인테리어,사각LED,붙박이장,단추손잡이옷장,슬라이드옷장,파스텔침실,젠다이,블랙수납장,포세린타일,그레이욕실,블랙사각거울,심플욕실인테리어,팬던트조명,주방후드,아일랜드식탁,빈티지벽지,톤다운벽지"
24778,"대구 남산자이하늘채 34평, 큰 타일로 완성한 고급스러운 공간",한샘 한샘리하우스 대리점,대구광역시 중구,34.0,,내추럴,"거실,침실,욕실",남산자이하늘채,788,한샘리하우스 한샘대리점,"루바,우드포인트,벽조명,침실인테리어,우물천장,간접조명,실링팬,아트월,격자벽지"
24782,"달성군 다사 e-편한세상 35평, 화이트 컨셉으로 넓어보이는 공간 연출!",한샘 한샘리하우스 대리점,대구광역시 달성군,35.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,현관",다사 e-편한세상,620,한샘리하우스 한샘대리점,"그레이타일,그레이판넬,젠다이,한샘도기,거울장,매트화이트,무광붙박이장,화이트붙박이장,바흐아일랜드,바흐시스템장,매트화이트,빌트인파우더장,모노캐시미어,ㄱ자주방,매입등,무광도어,냉장고장,주방수납력,바흐드레스룸,바흐시스템장,월넛드레스룸,아일랜드장,모던드레스룸,바흐헹거,슬라이딩중문,매트화이트,낮은현관장,화이트현관장,폴딩도어,슬림등,엣지등,매입등,월플러스,모카크림"
24783,"[입주예정] DMC 아트포레자이 109B, 따로 또 같이 ! 적절한 공간 분리 방법",마포점 한샘,서울특별시 은평구,33.0,1천만원대,심플&amp;미니멀,"거실,침실,아이방,서재/멀티룸,기타",DMC아트포레자이,1044,한샘 마포점,"무브미,고다,가죽소파,블랑,소파테이블,플라타,거실장,디아고,세라믹식탁,붙박이장,스케치붙박이장,스케치,유로606,시에나,시에나침대,패브릭침대,협탁,서재,컴퓨터책상,책장,장식장,수납장,서랍장,유닛,유닛책상,유닛책장,코티,코티침대,패브릭침대,책상세트,책장,조앤,책상의자"
24784,"[입주예정] 롯데캐슬리버파크시그니처 111A, 건강한 일상을 위한 기능성 가구 배치",상봉점 한샘,서울특별시 광진구,34.0,1천만원대,모던,"전체,거실,침실,아이방,키친,서재/멀티룸,기타",롯데캐슬리버파크시그니처,1374,한샘 상봉점,"6인식탁,세라믹식탁,인칸토,바흐701,밴드,밴드의자,레더의자,식탁의자,무브미,고다,가죽소파,1인리클라이너,바흐,소파테이블,파사드,거실장,서재,플랫,플랫테이블,플랫서랍장,플랫책장,5단책장,플랫서재,유로503,호텔침대,아트월월넛,멀티패널,협탁,붙박이장,스케치,스케치붙박이장,조이,조앤,조명침대,수납침대,책상세트,책상의자,고정의자,카모,매트리스"
24786,"[입주예정] 래미안원베일리 154E, 라운지 소파로 가족이 모이는 거실",방배점 한샘,서울특별시 서초구,47.0,2천만원대,심플&amp;미니멀,"전체,거실,침실,아이방,키친,서재/멀티룸,기타",래미안원베일리,2468,한샘 방배점,"도무스,가죽소파,소파테이블,유리테이블,1인리클라이너,파사드,거실장,듀얼거실장,도무스,세라믹식탁,원목식탁,식탁의자,원목의자,서재,바흐701,서랍책상,우드책상,컴퓨터책상,서랍장,책장,우드책장,시에나,시에나침대,패브릭침대,포시즌,포시즌매트리스,헤나,조이,조이S2,조명침대,수납침대,책상세트,자녀방,공부방"
24788,"[입주예정] 래미안원베일리 80A, 트윈 침대로 따로 또 같이! 편안한 침실",플래그십 논현 한샘,서울특별시 서초구,24.0,1천만원대,내추럴,"거실,침실,아이방,서재/멀티룸,기타",래미안원베일리,1994,한샘 플래그십 논현,"도무스,코이노,코이노소파,가죽소파,서랍장,수납장,디아카이브,유닛,컴퓨터책상,책장책상,책장,책장도어,서재,필로우,필로우침대,가죽침대,조이,조이S2,책상세트,조앤,책상의자,자녀방,필로우,필로우침대,가죽침대,트윈침대,협탁,매트리스,포시즌매트리스"
24790,"[입주예정] DMC 아트포레자이 109B, 두 자녀의 취향을 저격한 맞춤형 책상 세트",마포점 한샘,서울특별시 은평구,33.0,1천만원대,내추럴,"거실,침실,아이방,기타",DMC아트포레자이,1703,한샘 마포점,"도무스,세라믹식탁,원목식탁,4인식탁,식탁의자,원목의자,도무스,칼리아,토비윙소파,가죽소파,코너형소파,소파테이블,플라타,거실장,부티크,부티크침대,패브릭침대,멀티패널,스툴,유닛,책장책상,책장,서랍장,시에나,시에나침대,패브릭침대,협탁,붙박이장,스케치,스케치붙박이장,코티,수납침대,협탁,책상세트,색장,모리스,책상의자,자녀방,공부방"
24791,"[입주예정] 양평다문지구 반도유보라아이비파크 110, 수납력 높이는 알파룸 활용 방법",스타필드 하남점 한샘,경기도 양평군,33.0,2천만원대,모던,"전체,거실,침실,아이방,키친,드레스룸,서재/멀티룸,기타",양평다문지구반도유보라아이비파크,1079,한샘 스타필드 하남점,"도무스,가죽소파,코너형소파,소파테이블,우드테이블,드레스룸,바흐,바흐드레스룸,행거,시스템행거,서랍장,특수장,리니아,리니아식탁,세라믹식탁,식탁의자,레더의자,리니아의자,붙박이장,슬라이딩장,슬라이딩붙박이장,유닛,서재,유닛책상,책장책상,h형책상,유로503,프레임오크,호텔침대,우드침대,멀티패널,협탁,조이,조이S2,수납침대,책상세트,조앤,책상의자,스케치,붙박이장,스케치붙박이장"
24792,"[입주예정] 양평다문지구 반도유보라아이비파크 78A, 조명 디테일로 완성한 무드 있는 공간",스타필드 하남점 한샘,경기도 양평군,24.0,1천만원대,내추럴,"전체,거실,침실,키친,드레스룸,서재/멀티룸,기타",양평다문지구반도유보라아이비파크,1052,한샘 스타필드 하남점,"레이어드소파,패브릭소파,레이어드,블랑,소파테이블,사이드테이블,아론디,거실장,밀란302,메이식탁,원형식탁,우드식탁,2인식탁,식탁의자,메이의자,우드의자,바흐,드레스룸,바흐드레스룸,행거,시스템행거,화장대,뉴트럴화이트,붙박이장,유로501,플랫,서재,플랫서재,플랫테이블,플랫책장,디아고,패브릭의자,유로503,뉴트럴화이트,호텔침대,루버,아트월,멀티패널,협탁,포시즌,매트리스"
24795,"창원 내서읍 코오롱하늘채2차 40평, 깔끔함이 돋보이는 가족의 휴식 공간",한샘 한샘리하우스 대리점,경상남도 창원시 마산회원구,39.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,발코니,현관,기타",코오롱하늘채2차,616,한샘리하우스 한샘대리점,"매트화이트,화이트붙박이장,시에나붙박이장,엣지등,매입등,포세린타일,간접조명,화이트도배,여닫이중문,철제중문,유리도어,화이트중문,포세린타일,유로페이지,페이지오프화이트,화이트주방,ㄷ자주방,유광상판,사각싱크볼,콘크리트그레이,한샘바스,그레이타일,포세린타일,모던욕실,한샘도기,젠다이"
24797,"대구 용산동 블루빌타운 아파트 42평, 웜그레이 타일이 돋보이는 모던한 인테리어",한샘 한샘리하우스 대리점,대구광역시 달서구,42.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,발코니,현관,기타",용산블루빌타운,689,한샘리하우스 한샘대리점,"그레이타일,심플욕조,젠다이,거울장,터치크림,베이지붙박이장,아치게이트,포세린타일,매입등,엣지등,슬림등,웜그레이,퓨어그레이,그레이주방,유광그레이,ㄱ자주방,사각싱크볼,퓨어그레이,냉장고장,키큰장,화이트붙박이장,무광도어,매트화이트"
24801,"대구 호산동 삼성한국형아파트 24평, 깔끔하고 밝은 분위기의 신혼집",한샘 한샘리하우스 대리점,대구광역시 달서구,24.0,,모던,"거실,키친,욕실,현관",삼성한국형아파트,1396,한샘리하우스 한샘대리점,"그레이타일,그레이판넬,샤워파티션,젠다이,거울장,한샘도기,폴딩도어,웜그레이,그레이도배,매입등,보조등,하프파티션,현관가벽,3연동중문,모루유리,슬림중문,화이트주방,냉장고장,매입등,ㅡ자주방,베이지상판"
24804,"대구 시지동 노변청구타운 아파트 21평, 내추럴하고 담백한 미니멀 인테리어",한샘 한샘리하우스 대리점,대구광역시 수성구,21.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,발코니,현관,기타",노변청구타운,514,한샘리하우스 한샘대리점,"그레이타일,젠다이,한샘도기,거울장,미니멀욕실,베이지붙박이장,대용량수납,빌트인티비장,우드거실장,카라라타일,매입등,ABS도어,글라스도어,플랫그레이,플랫화이트,가전장,냉장고장,그레이주방,무광그레이,화이트현관장,슬림중문,3연동중문,카라라타일,행잉형현관장"
24809,"대구 상인동 신일해피트리 아파트 34평, 따뜻한 온기가 느껴지는 모던 인테리어",한샘 한샘리하우스 대리점,대구광역시 달서구,33.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,현관,기타",상인역신일해피트리,1088,한샘리하우스 한샘대리점,"매트화이트,ABS도어,아치게이트,ㅡ자주방,모노캐시미어,냉장고장,가전장,매입등,키친판넬,월플러스,아트월,슬림등,엣지등,매입등,다운라이트,카라라화이트,휴판넬,그레이타일,브론즈파티션,거울장,한샘도기,콘솔벽,콘솔장,빌트인장식장,폴리싱타일,화이트현관장,비앙코타일,매입등,현관장거울"
24811,"대구 만촌동 수성 2차 e-편한세상 33평, 모던한 인테리어 속 내추럴한 포인트",한샘 한샘리하우스 대리점,대구광역시 수성구,34.0,,모던,"전체,거실,침실,키친,욕실,발코니,현관,기타",수성2차 e-편한세상,649,한샘리하우스 한샘대리점,"거실책장,포세린타일,매입등,슬림등,엣지등,그레이타일,그레이판넬,젠다이,거울장,상부장조명,모노캐시미어,ㄷ자주방,모노주방,화이트상판,식기세척기장,냉장고장,매입등,에어드레서장,우드템바보드,욕실루바,2단플랩장,LED거울,원형거울,내추럴바스,원도어중문,여닫이중문,화이트중문,포세린타일,모던현관,테라조타일,행잉형현관장,하부조명"
24816,"대구 대신동 센트럴자이 33평, 모던한 무드와 앤틱 가구의 부드러운 조화",한샘 한샘리하우스 대리점,대구광역시 중구,34.0,,모던,"전체,거실,침실,키친,드레스룸,현관",대신센트럴자이,806,한샘리하우스 한샘대리점,"ㄷ자주방,화이트주방,무광화이트,카라라타일,마블패턴,심플다이닝,매트화이트,빌트인파우더장,빌트인티비장,빌트인수납장,빌트인플러스,앤틱거실,앤틱가구,우물천장,매입등,사각등,클래식중문,양문형중문,골드손잡이,와인장식장"
24819,"대구 용산동 미진태왕1차 아파트 28평, 감각적인 모던 인테리어",한샘 한샘리하우스 대리점,대구광역시 달서구,28.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,발코니,현관,기타",용산미진태왕아파트,365,한샘리하우스 한샘대리점,"3연동중문,로즈골드,슬림중문,그레이아트월,포세린타일,매입등,엣지등,슬림등,빌트인장식장,블랙주방,유광도어,ㄱ자주방,냉장고장,슬림등,팬던트조명,아일랜드,젠다이,심플욕조,포세린타일,그레이타일,거울장,터치크림,베이지붙박이장,슬림등,화이트현관장,행잉형현관장,하부조명"
2482,"돌출 내력벽을 활용하여 수납공간을 더 넓게 리모델링하기, 암사동 정산 아파트 45평 ",큐드디자인 한샘리하우스 대리점,서울특별시 강동구,31.0,3천만원대,모던,키친,정산아파트,303,한샘리하우스 큐드디자인대리점,
24820,"대구 시지동 노변동서우방타운 50평, 따뜻한 무드의 안정적인 조화",한샘 한샘리하우스 대리점,대구광역시 수성구,49.0,,모던,"전체,거실,침실,키친,드레스룸,욕실,발코니,현관,기타",노변동서우방타운,214,한샘리하우스 한샘대리점,"3연동중문,초슬림중문,매입등,슬림소프트,매트화이트,글라스도어,abs도어,빌트인파우더장,매입등,모노캐시미어,냉장고장,가전장,ㄱ자주방,화이트주방,간살파티션,우드파티션,보조주방,주방발코니,브론즈파티션,젠다이,포세린타일,거울장,아트월,매입등,다운라이트,슬림등,오크마루,핑크벽지,파스텔벽지,하이글로시,행잉형현관장,화이트현관장,매트화이트,하부조명,카라라타일"
24821,부드러운 크림 화이트 인테리어로 세련된 우리 집,백현 한샘리하우스 대리점,경기도 성남시 분당구,46.0,,심플&amp;미니멀,"전체,거실,침실,키친,욕실,발코니,현관,기타",상록마을라이프1단지아파트,1253,한샘리하우스 백현대리점,"개방현관,행잉형조명,매트화이트,신발장,매립등,광폭마루,화이트크림거실,간접조명,아치형문틀,유로500,클래식가구,붙박이장,웜화이트,크림화이트인테리어,유로300제타,아일랜드,화이트주방,주방수납,ㄱ자주방,포세린타일,샤워파티션,젠다이,거울서랍장,간접조명"
24822,"대구 수성동4가 보성타운 아파트 26평, 따뜻하고 고급진 소형 평수 인테리어",한샘 한샘리하우스 대리점,대구광역시 수성구,26.0,,모던,"전체,거실,침실,키친,발코니,현관,기타",수성보성타운,628,한샘리하우스 한샘대리점,"3연동중문,초슬림중문,슬림소프트,행잉형현관장,뉴트럴베이지,베이지붙박이장,모노캐시미어,화이트주방,그레이상판,ㄱ자주방,매입등,월플러스,살로메,매입등,슬림등,abs도어"
24824,다양한 질감으로 세련된 그레이 모던 인테리어,백현 한샘리하우스 대리점,경기도 성남시 분당구,45.0,,모던,"전체,거실,침실,키친,욕실,현관",판교원마을10단지아파트,1118,한샘리하우스 백현대리점,"11자주방,화이트주방,블랙주방,제타화이트,제타블랙,아일랜드,아일랜드후드,펜던트조명,붙박이장,스윙붙박이장,그레이붙박이장,슬라이딩문,LED조명,슬라이딩중문,블랙중문,현관장,화이트현관장,행잉형현관장,포세린타일,우물천장,간접조명,라인조명,아트월,벽조명,가죽소파,소파스툴,소파테이블,젠다이,거울수납장,샤워부스,해바라기수전,욕조,타일욕실,그레이타일"
24825,"대구 도원동 가람마을 아파트 24평, 휴식하기 딱 좋은 모던 인테리어",한샘 한샘리하우스 대리점,대구광역시 달서구,24.0,,모던,"전체,거실,침실,키친,욕실,발코니,현관,기타",가람마을,1147,한샘리하우스 한샘대리점,"그레이판넬,그레이욕실,젠다이,거울장,휴플로어,카고그레이,행잉형현관장,카라라타일,포세린타일,화이트벽지,화이트도어,abs도어,글라스도어,폴딩도어,화이트주방,ㄱ자주방,그레이상판,무광도어,화이트도어,매트화이트"
24826,실용적인 화이트 모던 인테리어,백현 한샘리하우스 대리점,경기도 성남시 분당구,37.0,,모던,"전체,거실,아이방,키친,드레스룸,욕실","무지개마을건영,삼성아파트",1008,한샘리하우스 백현대리점,"ㄱ자주방,화이트주방,매트화이트,카라라타일,키친판넬,침니후드,드레스룸,바흐,바흐드레스룸,행거,시스템행거,서랍장,수납장,빌트인플러스,자녀방,공부방,책장,책상,가벽,파티션,선반,거울수납장,파티션,블랙파티션,타일욕실,세라믹식탁,화이트식탁,4인식탁,펜던트조명,한샘라이팅,페블내추럴,우드수납장,거울수납장,욕조,타일욕실,그레이타일,폴딩도어,아트월,강마루,빌트인플러스,붙박이장,중앙장식장,소파테이블"
24828,"[입주예정] 양평다문지구 반도유보라아이비파크 78B, 루버 포인트로 생기 넘치는 공간",스타필드 하남점 한샘,경기도 양평군,24.0,1천만원대,모던,"거실,침실,드레스룸,서재/멀티룸,기타",양평다문지구반도유보라아이비파크,1228,한샘 스타필드 하남점,"바흐,겐트,가죽소파,아카이브,수납장,일리스,세라믹식탁,리니아,식탁의자,바흐,드레스룸,바흐드레스룸,행거,시스템행거,스케치,붙박이장,스케치붙박이장,유로503,프레임오크,호텔침대,포시즌,포시즌매트리스,마레,플랫,서재,플랫서재,플랫테이블,플랫책장,5단책장,디아카이브"
24832,"[입주예정] 래미안원베일리 84K, 월넛 컬러의 중후한 느낌을 담은 공간 제안",플래그십 논현 한샘,서울특별시 서초구,34.0,4천만원대,모던,"거실,침실,아이방,드레스룸,서재/멀티룸,기타",래미안원베일리,1252,한샘 플래그십 논현,"도무스,포세린식탁,확장형식탁,가죽소파,소파테이블,유리테이블,피암테이블,거실장,바흐,드레스룸,바흐드레스룸,시스템행거,행거,서랍장,아일랜드서랍장,바흐,바흐701,서재,바흐서재,바흐책상,원목책상,책장책상,바흐책장,책장,시에나,시에나침대,패브릭침대,협탁,시에나협탁,우드포인트,조이,조이S2,매직데스크,책상세트,조이침대,수납침대,멀티침대"
24833,"[입주예정] 래미안원베일리 113N, 깔끔한 수납을 도와주는 현명한 수납 가구 배치",방배점 한샘,서울특별시 서초구,34.0,1천만원대,심플&amp;미니멀,"거실,침실,아이방,드레스룸,기타",래미안원베일리,1260,한샘 방배점,"도무스,가죽소파,3인소파,1인소파,소파테이블,유리테이블,드레스룸,바흐,바흐드레스룸,행거,시스템행거,붙박이장,뮤트,옷장,서랍장,조이,조이S2,수납침대,조명침대,책상세트,옷장,사이드장,조앤,책상의자,필로우,필로우침대,가죽침대,서랍장,3단서랍장,필로우서랍장"
24834,포근함을 살린 모던 하우스,백현 한샘리하우스 대리점,서울특별시 송파구,48.0,,,"전체,거실,침실,키친,욕실,발코니,현관,기타",올림픽훼밀리타운,2312,한샘리하우스 백현대리점,"ㄷ자주방,아일랜드,한샘상크대,원목식탁,펜던트조명,한샘터치그레이,LED주방등,바체어,폴딩도어,우물천장,월플러스,아트월,패브릭소파,소파테이블,거실AV장,LED모리거실등,거실러그,플랜테리어,테라조타일,반침장,발코니인테리어,센서등,한샘샷시,한샘3연동중문,현관아트월,월플러스,행잉형현관장,행잉장조명,망입유리,현관센서드,한샘붙박이장,유로300터치도브,모리LED방등,한샘창호,다운라이트,한샘욕실인테리어,휴판넬,휴플로어,유로5매니쉬모던,블랙브론즈유리,샤워파티션,LED조명거울"
24836,"[입주예정] DMC 아트포레자이 109B, 자연을 닮은 컬러와 소재로 연출한 편안한 분위기",마포점 한샘,서울특별시 은평구,33.0,1천만원대,내추럴,"전체,거실,침실,아이방,키친,기타",DMC아트포레자이,1218,한샘 마포점,"무브미,고다,가죽소파,소파테이블,블랑,디아고,세라믹식탁,위든,식탁벤치,샘키즈,수납침대,수납장,블루,솜사탕블루,포인트벽지,자녀방,놀이방,유로503,프레임오크,호텔침대,멀티패널,협탁,화장대,테이블,플랫,책장,코티,코티침대,침대가드,책상세트,조앤,책상의자,자녀방,공부방"
24837,"[입주예정] DMC 파인시티자이 102C, 슬라이딩 붙박이장으로 공간 효율 UP ! ",마포점 한샘,서울특별시 은평구,31.0,5천만원대,모던,"거실,침실,아이방,기타",DMC파인시티자이,964,한샘 마포점,"도무스,코이노,독일소파,가죽소파,4인소파,피암테이블,유리테이블,러그,아이디S,책상세트,책장,서랍장,이동식서랍장,수납침대,자녀방,공부방,유로503,아트월월넛,호텔침대,협탁,헤나,포시즌매트리스,슬라이딩장,붙박이장,조이,조이S2,책상세트,책장,조앤,책상의자,조명침대,멀티침대,수납침대"
24839,"[입주예정] 래미안원베일리 80B, 가족 간의 대화가 많아지는 리빙 다이닝 공간",방배점 한샘,서울특별시 서초구,24.0,1천만원대,모던,"전체,거실,침실,아이방,키친,기타",래미안원베일리,1086,한샘 방배점,"라운지소파,코너형소파,식탁벤치,세라믹식탁,파사드,거실장,메이,메이식탁,원형식탁,우드식탁,디아고,디아고의자,레더의자,벙커침대,버니,버니침대,계단장,버니책장,샘키즈,수납장,자녀방,놀이방,유로503,프레임오크,호텔침대,우드침대,멀티패널,협탁,자녀방,공부방,조이,조이S2,조명침대,수납침대,책상세트,단독책상,책장"
24840,"[입주예정] 래미안원베일리 80B, 호텔형 침대로 편안한 잠자리",플래그십 논현 한샘,서울특별시 서초구,24.0,3천만원대,모던,"전체,거실,침실,아이방,키친,드레스룸",래미안원베일리,2047,한샘 플래그십 논현,"뉴트럴화이트,호텔침대,루버,아트월,멀티패널,서랍장,화장대,붙박이장,도무스,가죽소파,소파테이블,유리테이블,거실장,도무스,도무스식탁,세라믹식탁,우드식탁,식탁의자,도무스의자,우드의자,드레스룸,바흐드레스룸,행거,시스템행거,서랍장,아일랜드서랍장,스케치,붙박이장,유로503,아트월월넛,호텔침대,우드침대,멀티패널,협탁,서랍장,화장대"
24841,"[입주예정] 래미안원베일리 80A, 11자 배치로 개방감과 수납력을 동시에 잡은 드레스룸",아이파크몰 용산점 한샘,서울특별시 서초구,24.0,1천만원대,모던,"거실,침실,아이방,드레스룸,기타",래미안원베일리,1822,한샘 아이파크몰 용산점,"레이어드,레이어드소파,패브릭소파,4인소파,블랑,소파테이블,파사드,거실장,바흐,드레스룸,바흐드레스룸,행거,시스템행거,서랍장,아일랜드서랍장,유로503,아트월월넛,호텔침대,멀티패널,협탁,부티크,사이드테이블,스툴,화장대,일리스,일리스식탁,세라믹식탁,원목식탁,식탁의자,우드의자,조이,조이S2,조명침대,수납침대,매직데스크,책상세트,조이책상,조이책장"
24843,"[입주예정] 롯데캐슬 리버파크 시그니처 84A, 붙박이장과 드레스룸으로 수납 고민 타파!",상봉점 한샘,서울특별시 광진구,25.0,1천만원대,모던,"전체,거실,침실,아이방,키친,기타",롯데캐슬리버파크시그니처,1262,한샘 상봉점,"드레스룸,바흐,바흐드레스룸,행거,시스템행거,조이,조명침대,조이책상,디아고,디아고식탁,세라믹식탁,스틸식탁,식탁의자,레더의자,디아고의자,바흐702,인피니,가죽소파,코너형소파,클린트,소파테이블,파사드,거실장,붙박이장,스케치,스케치붙박이장,스튜디오,멀티침대,수납침대,포시즌매트리스,바움,조이S2,조이,조이책상,책상세트,책장,조명침대,수납침대,매트리스,그랜드S"
24845,"[58평] 경기 광주시 도평리 신일아파트 인테리어, 폴딩도어로 확장감을 준 모던 빈티지",백현 한샘리하우스 대리점,경기도 광주시,57.0,,모던,"전체,거실,침실,키친,욕실,발코니,현관",도평신일아파트,755,한샘리하우스 백현대리점,"ㄷ자주방,그레이부엌,클래식싱크대,한샘유로7000,베니스그레이,아일랜드식탁,침니후드,펜던트조명,발코니타일,벽돌아트월,폴딩도어,발코니인테리어,사각다운라이트,붙박이장,한샘터치도브,은경도어,네이비도어,그레이벽지,모리LED방등,여닫이중문,딥그린중문,아트월,행잉형현관장,현관하부조명,벽등,망입유리,폴딩도어,등박스,간접조명,아트월,다운라이트,월넛마룻바닥,한샘바스,유로5베일화이트,휴판넬,휴플로어,욕실수납장,골드수전,조적젠다이"
24846,"성남 서현동 현대아파트 39평, 컬러 포인트로 특별하게 바뀐 우리집",백현 한샘리하우스 대리점,경기도 성남시 분당구,39.0,,모던,"전체,거실,침실,키친,욕실,발코니,현관,기타",현대아파트,259,한샘리하우스 백현대리점,"3연동중문,블랙중문,망입유리,현관장,매트화이트,휴플로어,거울수납장,LED거울,선반,파티션,휴판넬,휴플로어,그린포인트,레일조명,수납장,홈카페장,홈카페,ㄷ자주방,그레이주방,아일랜드식탁,카라라타일,펜던트조명,폴딩도어,아트월,간접조명,이노실링,액자레일"
24847,"대구 유천동 대곡청구타운 32평, 포근함이 더해진 모던 인테리어",한샘 한샘리하우스 대리점,대구광역시 달서구,32.0,,모던,"전체,거실,침실,키친,욕실,현관",대곡역청구아파트,768,한샘리하우스 한샘대리점,"3연동중문,슬림소프트,슬림중문,ㄱ자주방,아일랜드,퓨어화이트,그레이상판,가전장,유광도어,그레이타일,포세린타일,휴플로어,카고그레이,거울장,베이지붙박이장,터치크림,베이지판넬,거울장,포세린타일,슬림소프트,3연동중문,다운다이트,매입등,슬림등"
