Seq,Title,Cost,Style,TagList,apply_space
12398,라운드구조로 편안한 공간,7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12399,남양주도농사랑으로부영 7단지 45평 인테리어사례,1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
1240,좌동 벽산2차 30평형,3천만원대,모던,,spa_0008
12400,48PY_석사동 현진에버빌 2차 미니멀 화이트 스타일 +확장 꿀팁포함!,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12403,웨인스 코팅이 돋보이는 화이트 클래식 인테리어,1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12405,"청라인테리어, 한샘리하우스 청라제일풍경채1차 52py 인테리어",1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12407,화이트톤의  화사하고 따뜻한 미니멀 하우스,1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12408,"관악 드림타운아파트 32평형 내추럴 인테리어, 화이트로 깔끔하게",3천만원대,모던,"중문,3연동중문,TV장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011"
12410,"청라인테리어, 한샘리하우스 청라 롯데캐슬 48py 인테리어",1천만원 미만,모던,,"spa_0001,spa_0010,spa_0007,spa_9999"
12411,과천 에코팰리스 아파트 40평대 현장,,모던,,"spa_0001,spa_0009,spa_0010,spa_0011"
12416,"청라인테리어, 한샘리하우스 청라 파크 자이더테라스 34py 인테리어",1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_9999"
12417,송파구 한강 극동 아파트 30평대 인테리어 풍납동 현장,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011"
1242,모던 크리스탈화이트로 미니멀한 우리집,5천만원대,모던,,spa_0001
12420,강동구 인테리어 상암로 고덕 주공 9단지 30평대 아파트 현장,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12421,곳곳에 한샘수납으로 채우다,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0004,spa_0011,spa_9999"
12422,"모던그레이지 인테리어, 다크다크는 그만",7천만원 이상,모던,"가벽공간분리,침실인테리어,라운드형중문,라운드선반,중앙오픈수납장,명지극동스타클래스39평,강서구극동스타클래스132C,극동스타클래스39평확장형,명지극동스타클래스39평,명지아파트인테리어,30평대강서구아파트,강서구극동스타클래스132C,무몰딩휴판넬,한샘바스신제품,SPC판넬,보조주방인테리어,발코니벽타일,빌트인냉장고,키친핏,리프트업키큰장,라운드중문,부엌인테리어,부엌리모델링,아이방인테리어,아이방인테리어,어린자녀방,투톤벽지,오픈수납장,안방TV장,노출서랍장,맞춤수납,무몰딩붙박이,드레스룸인테리어,원형우물천장,우물천장간접조명,TV매립장,플렌테리어,거실다운라이트,자녀방인테리어,고등학생자녀방,중학생자녀방,자녀방인테리어,고등학생자녀방,중학생자녀방,블라인드,조명거울,비정형조명거울,낮은현관장,행잉현관장,조적세면대,호텔세면대,매립선반,조적선반,대형벽타일,조적세면대,호텔욕실,대형타일,매립선반,욕실인테리어,파우더룸,주방리모델링,주방인테리어,플랩벽장,벽장하부조명,거위목수전,후드일체형인덕션,ㄷ자주방,키친판넬,중앙오픈장,중앙오픈장,장식현관장,현관장하부조명,조명거울,낮은현관장,현관타일,침실빌트인,자녀방붙박이,키친판넬,밀레인덕션,거위목수전,파우더룸,빌트인파우더장,매트그레이,화장대,플렌테리어,거실인테리어,미니멀인테리어,우물천장간접조명,거실다운라이트,하프파티션,공간분리인테리어,안방인테리어,침실가벽,서재인테리어,KB300,리프트업키큰장,무몰딩,터닝도어,엔지니어드스톤,TV매립,우물천장,실링팬,미가루버,우물천장간접조명","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
12428,바흐키친으로 완성된 인테리어,,모던,,"spa_0009,spa_0010,spa_0002,spa_0003,spa_9999"
1243,가성비갑 모던화이트 리모델링,3천만원대,모던,,spa_0001
12431,29PY_우두동 롯데인벤스 화이트우드스타일,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_9999"
12435,"대치동개포우성, 45평아파트인테리어, 우물천정, 테라조타일욕실",,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12437,춘천 인테리어&리모델링 한샘리하우스 엣홈대리점 춘천 퇴계 금호타운 21평 리모델링 A타입 ,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
1244,주방파티션으로 공간의 효율성을 높인 은평구 아파트 인테리어,3천만원대,모던,,spa_0008
12440,춘천 인테리어&리모델링 한샘리하우스 엣홈대리점 춘천 강변코아루 36평 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
12442,춘천 인테리어&리모델링 한샘리하우스 엣홈대리점 춘천 현진에버빌 2차 48평 리모델링,1천만원 미만,모던,,"spa_0001,spa_0009,spa_0007,spa_0004,spa_0011,spa_9999"
12446,"수원 현대힐스테이트 33평형 클래식 인테리어, 우아한 호텔로 변신",4천만원대,모던,"11자형주방,빌트인냉장고,아일랜드,거실인테리어,리클라이너소파,샤워파티션,서재,책상,중문,호텔침대,협탁,호텔침대,화장대,서랍장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
12448,춘천 인테리어&리모델링 한샘리하우스 엣홈대리점 춘천 휴먼시아 2단지 34평 리모델링 B타입,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
1245,부분공사를 통해 대변신한 38평 인테리어,4천만원대,모던,,spa_0008
12450,춘천 인테리어&리모델링 한샘리하우스 엣홈대리점 춘천 포스코 더샵 33평 리모델링 A타입,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12452,경산시 옥곡동 성암산신동아파밀리에 39평 모던인테리어,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_9999"
12457,용호 LG메트로시티 1차 39평 - 밝은 공간을 원하신다면 클릭 !,7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999"
12461,30PY 온의금호 아파트 모노 화이트 스타일 인테리어,1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011"
12462,대동다숲 아파트 34A PY 취향 가득한 우드인테리어,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12466,춘천 중앙하이츠 아파트 2단지 34PY 밝고 환한 깔끔한 인테리어,1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011"
12483,"같은 아파트, 다른 우리집 괘법한신 아파트 1차 32평",4천만원대,모던,"시스템장,드레스룸,한샘시스템장,스타일러,에어드레서,한샘,한샘주방,한샘키친,밀란100,코지우드,우드씽크,키큰장,사각씽크,인덕션,한샘붙박이장,터치크림,맞춤수납,수납장,한샘중문,중문,슬림3연동,3연동중문","spa_0001,spa_0009,spa_0010,spa_0003"
12485,우리집 막내 ! 반려동물과 함께하는 공간의 재미,7천만원 이상,모던,"모듈장,아일랜드후드,반려동물,거실확장,반려동물,거실확장,가벽,모듈장,반려동물,고양이,찾기,실링팬,루바,조명,간접등,조명등,티테이블,인덕션,냉장고,팬트리,터닝도어,티테이블,넓음,밝음","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_9999"
12486,"동작구 주택 79m² (24평) 두 가지 제안, 첫 번째 화이트 타입",4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12487,화이트&우드 인테리어,7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12488,!모던화이트 맛집! 화명 동원로얄듀크 1차 26평 인테리어!,5천만원대,모던,"모던화이트깔끔우물천장,붙박이파우더장,빌트인수납침대장,우물천장실링펜,화이트분위기모던","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011"
12489,25평형 3000만원대로 실용성과 고급스러운 분위기 완성! 정왕동 삼환아파트,3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
1249,"화이트와 우드의 조화 아늑한 신혼 보금자리, 관악 휴먼시아 31평",3천만원대,모던,,spa_0008
12499,그레이와 블루의 조화,2천만원대,모던,"거실인테리어,시혼인테리어,가죽소파,루이스폴센,식탁,오픈형드레스룸,드레스룸,시스템행거,중문,현관인테리어,철제선반,시스템선반,휴판넬","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011"
12505,해운대아이파크 41py 차콜그레이 인테리어 ,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_9999"
12507,속초인테리어 - 간성 삼익아파트 21평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12509,부드러움 속 강력한 한 방이 있는 모던 내추럴 하우스,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
12513,거실&주방이 포인트가 된 깔끔한 인테리어 끝판왕,7천만원 이상,모던,"11자주방,ㄱ자주방,키친핏,비스포크,대면형주방,11자주방,ㄱ자주방,바흐드레스룸,조명드레스룸,실링펜,간접조명,원형우물천장,우물천장,아치,아치,안방아치,아치문틀,드레스룸아치,욕조,욕조측면타일,타일선반,600600,600각,장식장,타일마루,600600,타일,마루,월넛,장식장,템바보드,반매립TV,매립TV,실링펜,조적파티션,파티션,조적젠다이,간접등,600각,타일욕실,파우더룸,수납,화장대,템바보드,붙박이,맞춤수납,호텔욕실,원볼세면대,조명거울","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007"
12514,울산 굴화강변그린빌 23평 인테리어 시공사례,1천만원 미만,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12515,플랜테리어와 어울리는 화이트우드인테리어,6천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12517,"부산 명지동 퀸덤1차 39평, 주방구조 변경으로 11자구조 완성!",4천만원대,모던,"빌트인화장대,스타일러,사각볼,빌트인냉장고,아이방,아일랜드,아일랜드식탁,대면형,아파트도면,안방,안방붙박이장,전체이미지,전체이미지,구조변경,퀸덤39거실변경","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
12518,"남천 코오롱하늘채 48평, 바닥 타일로 멋스럽게 완성한 모던인테리어",7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011"
1252,모던 스타일 도곡동 경남아파트 32PY,4천만원대,모던,,spa_0008
12522,속초 럭키설악타운2차 32평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12525,한샘리하우스속초대리점_ 간성삼익아파트 21평 리모델링 ,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12529,한샘리하우스속초대리점 _ 속초 럭키설악타운1차아파트 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
1253,인기만점 가성비 최고 수퍼패키지! 야탑 매화마을 현대벽산 20PY,3천만원대,모던,,spa_0008
12530,"부산 대연힐스테이트 34평, 호텔욕실을 우리집으로?!",7천만원 이상,모던,그레이톤,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999"
12531,속초인테리어 - 간성 삼익아파트 29평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
12532,속초인테리어 - 속초 럭키설악타운2차 32평 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12533,한샘리하우스속초대리점 _ 속초 이편한세상 45평 리모델링,,클래식,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0007,spa_0004,spa_0011,spa_9999"
12534,창원 양덕메트로시티 2단지 43A 타입 깔끔하고 모던한 트렌드 맞춤형 인테리어,6천만원대,모던,,"spa_0008,spa_0001,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12535,"부산 대연힐스테이트푸르지오 24평, 아이와 함께하는 우리집인테리어",4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12536,"일산 가좌5단지벽산블루밍 83㎡, 20평대 싱글라이프",6천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12540,신동아아파트 45평 인테리어 사례,,모던,,"spa_0010,spa_0007,spa_9999"
12541,한샘리하우스속초대리점 _ 속초 주공4차 1단지 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12542,영도구 영선반도보라 32평 베이지 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12544,속초인테리어 - 속초 명지미래힐 45평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12549,한샘리하우스속초대리점 _ 속초 생모리츠 50평 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0004,spa_0011,spa_9999"
12550,해운대 LG아파트 32평. 다같은 30평대가 아니다! 차별화 된 인테리어를 만나보세요,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12551,"목동현대 2차 72㎡, 모던화이트 인테리어",3천만원대,모던,,"spa_0008,spa_0001,spa_0010,spa_0003,spa_0007,spa_9999"
12552,부분공사만으로 버라이어티하게 변신한 40평대 아파트,6천만원대,모던,"거실인테리어,부분공사,40평대거실,모던인테리어,부엌인테리어,주방인테리어,키친핏,비스포크냉장고","spa_0001,spa_0010,spa_0011"
12554,한샘리하우스속초대리점_ 속초 쉐르빌아파트 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12557,다대 롯데캐슬블루33평 네추럴한 화이트 인테리어의 완성 ,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12558,우드의 매력이 느껴지는 내추럴한 디자인,6천만원대,모던,"서재인테리어,빌트인장식장,안방,침실,한샘붙박이장,한샘드레스룸,시스템행거,한샘월플러스,한샘도어,라인조명,스타일컷,현관인테리어,낮은현관장,3연동중문,미가루버,현관인테리어,미가루버,한샘현관장,3연동중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
