Seq,Title,Cost,Style,TagList,apply_space
12120,따라만 해도 가치가 올라가는 30평 인테리어,6천만원대,모던,"30평리모델링,3bay,3베이구조,거실확장,아파트리모델링,거실인테리어,거실리모델링,거실인테리어,거실리모델링,거실꾸미기,한샘와이드브러쉬마루,거실인테리어,거실리모델링,한샘,한샘브러쉬와이드내추럴오크,거실인테리어,거실리모델링,한샘브러쉬와이드,거실꾸미기,드레스룸,드레스룸꾸미기,드레스룸인테리어,붙박이장,헹거형드레스룸,드레스룸,드레스룸인테리어,붙박이장,헹거형드레스룸,수납,부산인테리어,부산리모델링,금정구인테리어,30평인테리어,30평리모델링,화이트인테리어,부엌,부엌,부엌리모델링,부엌인테리어,부엌꾸미기,한샘유로루체화이트,키친,부엌,부엌리모델링,부엌인테리어,키친,한샘유로루체화이트,부엌꾸미기,부엌리모델링,부엌꾸미기,부엌인테리어,키친,한샘유로루체화이트,부엌,부엌인테리어,부엌리모델링,부엌,키친,부엌꾸미기,한샘유로루체화이트,안방리모데링,안방인테리어,안방꾸미기,다운라이트,라인조명,한샘벽지,안방리모델링,안방인테리어,안방꾸미기,다운라이트,라인조명,타일욕실,호텔욕실,욕실인테리어,욕실리모델링,욕실수전,조적파티션,조적젠다이,샤워주선,한샘바스,타일욕실,호텔욕실,욕실인테리어,욕실리모델링,조적파티션,조적젠다이,욕실수전,샤워수전,한샘바스,한샘붙박이장,한샘책상,서재만들기,서재가구,서재인테리어,한샘빌트인가구,한샘붙박이장,한샘책상,서재만들기,서재인테리어,서재가구,한샘빌트인가구,한샘침대,아이방꾸미기,게스트룸만들기,인테리어추천,한샘붙박이장,한샘화장대,한샘침대,한샘붙박이장,한샘화장대,게스트룸,인테리어추천,행잉현관장,현관장하부조명,현관리모델링,한샘중문,3연동중문,팬트리인테리어,팬트리꾸미기,현관인테리어,행잉현관장,현관장하부조명,현관리모델링,한샘중문,3연동중문,펜트리인테리어,팬트리꾸미기,현관인테리어,현관인테리어,헹잉현관장,현관장하부조명,한샘중문,3연동중문,팬트리인테리어,현관인테리어,헹잉현관장,현관장하부조명,한샘중문,3연동중문,팬트리인테리어,팬트리꾸미기,호텔욕실,타일욕실,건식욕실,습식욕실,욕실인테리어,욕실리모델링,샤워부스,조적젠다이,한샘바스,호텔욕실,타일욕실,건식욕실,습식욕실,조적젠다이,샤워부스,욕실리모델링,욕실인테리어,한샘바스","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12123,화명동 벽산강변타운 31평 ALL 리모델링 완료 ! 모던한 인테리어 ,5천만원대,모던,"화명동인테리어,벽산강변타운,30평인테리어,화명동아파트,신혼집인테리어,화명동인테리어벽산강변타운31평인테리어30평인테리어화명동아파트,화명동인테리어,벽산강변타운,30평인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011"
12143,"금정구 구서동 롯데캐슬 45평 화이트 and 오크 인테리어, 고급스러운 주방",6천만원대,모던,"유로300제타화이트,유로700베일라이트우드,대면형주방,거실과공간분리","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
12145,"구서 롯데캐슬 24평 미니멀 인테리어, 공간확장으로 실용성 확보! ",3천만원대,모던,"구서동인테리어,구서동리모델링,구서롯데인테리어,구서롯데리모델링,구서롯데확장,구서동한샘리하우스,구서롯데주방,구서롯데주방인테리어,구서롯데인테리어,구서동인테리어,구서롯데현관,현관인테리어,구서동인테리어,구서동한샘,구서롯데확장공사,구서롯데캐슬인테리어,구서롯데캐슬리모델링,구서동한샘리하우스,주방확장공사,구서롯데확장공사,구서롯데인테리어,구서동리모델링,타일욕실공사,구서동타일욕실,구서동욕실공사,확장공사,다이닝룸확보,20평형거실,거실인테리어","spa_0008,spa_0001,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12157,"다대포 삼환아파트, 우드톤의 3인가족의 따뜻한 쉼터",7천만원 이상,모던,"30평대인테리어,대면형주방,한샘유로700,우물천장,실링팬,거실인테리어,헤링본강마루,클래식,유로현관장,여닫이중문,템바보드,안방,한샘바스,조명거울","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
12159,속초 이편한33평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12160,"화명동 코오롱하늘채 45평 전체 인테리어, 모던 그레이 스타일",6천만원대,모던,"부엌확장,부엌인테리어,화명동인테리어,주방인테리어추천,삼성시스템에어컨,천정간접조명,안방인테리어,밀란무드화이트,붙박이장,한샘수납장,서재방인테리어,한샘벽지,시스템에어컨,천정간접조명,한샘월플러스,한샘밀란창호,아치게이트,골드인테리어,전실인테리어,빌트인수납장,포세린타일,한샘밀란창호,한샘빌트인수납,한샘수납,한샘강마루,그레이스타일,시스템에어컨,거실확장,한샘밀란부엌,무드화이트,홈바인테리어,삼성비스포크인덕션,화이트부엌,부엌인테리어,한샘바스,휴플로어,휴판넬,샤워파티션,한샘부엌,부엌인테리어,삼성비스포크식기세척기,사각싱크볼,한샘키친판넬,화이트부엌,한샘붙박이장,안방인테리어,안방붙박이장,한샘조명,한샘수퍼슬림,슬라이딩도어,한샘창호,한샘중문,한샘밀란수퍼슬림,한샘3연동중문,골드포인트,무드화이트,현관장,한샘책장,자녀방인테리어,서재,한샘휴판넬,욕실인테리어,건식욕실,공용욕실,거실욕실","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12161,당곡마을 3단지 월드메르디앙 56평형 ,7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12176,라인조명으로 일체감있는 거실과 주방,5천만원대,모던,"3연동중문,행잉현관장,한샘현관장,드레스룸,바흐드레스룸,수납장,옷장,시스템장,라인조명,간접조명,거실,바흐소파,한샘소파,티비장,바흐쇼파,한샘쇼파,한샘테이블,라인조명,간접조명,붙박이,붙박이장,드레스룸,수납,스타일러장,붙박이장,맞춤수납,드레스룸,욕실,욕실인테리어,욕실리모델링,세면대,욕조,자녀방,아이방,책상,의자,책장,붙박이장,수납장,주방,무드,무드화이트,무드베이지,식탁,테이블,수전,의자,주방,무드,무드화이트,무드베이지,식탁,테이블,수전,의자,부엌,키친,주방,무드,무드화이트,무드베이지,식탁,테일블,주방인테리어,주방리모델링,주방,부엌,부엌리모델링,부엌인테리어,무드베이지,무드,식탁,테이블,의자,수전,싱크대,침대,침실조명,침실테이블,붙박이,붙박이장,침대,침실조명,침실테이블,붙박이장,붙박이,커튼,블라인드,마루,소파,바흐소파,라인조명,거실,간접조명,한샘현관장,3연동중문","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12178,간성 삼익아파트21평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0006,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12184,모던인테리어는 이렇게 합니다,6천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999"
12185,"부산 좌동 대림1차 화이트&그레이 모던인테리어, 저렴한 예산으로도 충분합니다.",5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
12187,엄궁한신2차 32평-심플함에 로맨틱한스푼 ,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011"
12188,"연지 세동한신아파트 55평, 구축을 신축으로! 4인 가족 모두가 만족",7천만원 이상,모던,"발코니확장,확장공사,거실인테리어,50평대거실,아트월,발코니확장,확장공사,거실인테리어,50평대거실,아트월,한샘중문,중문인테리어,한샘바스,한샘키친,한샘주방,주방가구,ㄷ자주방,50평대주방,밀란100무드베이지,한샘무드시리즈,주방인테리어","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
12189,고급스러운 월넛톤 창원 상남 대동아파트 42평,7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999"
12194,대명늘푸른아파트 32평형 리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
12196,"용호 GS하이츠자이 50평, 톤 앤 매너로 완성한 차분한 모던 인테리어",7천만원 이상,모던,"50py,50평,용호동,자이,XI,톤앤매너,모던,부산,실랭팬,아일랜드부엌,호텔,아파트,GS하이츠자이","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12197,등촌아이파크 31평 인테리어 사례,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
12202,여유로운 주거공간의 완성,4천만원대,모던,"11자주방,가죽소파,거실인테리어,간접조명,폴딩도어,가죽소파,TV장,러그,드레스룸,샤워파티션,건식욕실,유리파티션,휴플로어,중문,현관중문,신발장,협탁,매트리스,화장대,휴플로어,욕조,TV장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011"
12204,남양주 도농동 부영아파트 65평 수납은 한샘빌트인이 책임진다 ! ,1천만원 미만,모던,"비앙카타일,유리파티션,한샘욕실,한샘욕실인테리어,파우더장, 월넛파우더장, 한샘붙박이장,한샘빌트인, 슬림장, 조명장, 월넛책장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011"
12208,"도농동 플루리움아파트 58평, 거실 폴딩도어로 확정효과를!",1천만원 미만,모던,"매트화이트현관장,3도어중문,빌트인조명, 한샘빌트인,파우더장붙박이, 한샘붙박이장, 매트화이트,폴딩도어,월넛포인트, 블랙창호,한샘창호","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011"
12209,거실-부엌을 분리한다고!? 49평 공간을 최대로 활용한 고급스러운 우리집,7천만원 이상,모던,"가벽설치,공간분리,가벽,가벽시공,드레스룸,드레스룸리모델링,아치게이트,아치형게이트,거실부엌분리,실링팬,공간분리,부엌중문설치,한샘,거실인테리어,리모델링,인테리어,공용욕실,욕실,바스,욕실인테리어,욕실리모델링,한샘바스,타일바스,타일욕실,한샘욕실,샤워부스,공용욕실,욕실,바스,한샘바스,타일바스,타일욕실,한샘욕실,샤워부스,욕실리모델링,욕실인테리어,ㄷ자부엌,한샘부엌,키친바흐,부엌,키친,리모델링,인테리어,한샘키친,서재,한샘서재,한샘인테리어,한샘리모델링,리모델링,인테리어,서재,한샘서재,한샘인테리어,한샘리모델링,리모델링,인테리어,한샘,안방,붙박이장,한샘붙박이장,안방붙박이장,한샘리모델링,한샘인테리어,빌트인,빌트인붙박이장,한샘,아이방리모델링,자녀방리모델링,자녀방인테리어,붙박이장,맞춤붙박이장,한샘붙박이장,한샘,한샘파우더룸,파우더룸,인테리어,리모델링,한샘인테리어,한샘리모델링,루버,템바보드","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007"
12210,도농동 부영아파트 65평,,모던,,"spa_0008,spa_0001,spa_0010,spa_0007,spa_0011,spa_9999"
12214,부산 해운대구 좌동 대림1차 32평 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007"
12219,시티세븐 더자이 58평 빗각이 많은 집 화이트 톤으로 깔끔하고 이쁘게! ,5천만원대,모던,실속형인테리어,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011"
12222,"DMC 래미안 클라시스 아파트 33평형 모던 인테리어, 고급스러운 모던함",4천만원대,모던,"ㄱ자주방,아일랜드,빌트인냉장고,루이스폴센,원형식탁,거실인테리어,폴딩도어,발코니확장,패브릭소파,빌트인TV장,호텔침대,협탁,붙박이장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011"
12223,"해운대 좌동벽산2차 아파트 32평 , 고급스러운 우드톤 인테리어",7천만원 이상,모던,,"spa_0008,spa_0001,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12226,"부산 연제구 거제월드메르디앙 34평, 온가족이 함께 공유하는 공간",7천만원 이상,모던,"30평대거실,거실확장,거실인테리어,거실확장,확장공사,모노캐시미어,루체캐시미어,부엌,한샘부엌,부엌구조,대면형주방,주방인테리어,아이방인테리어,서재인테리어,확장공사,작은방인테리어,포세린타일바닥,타일바닥,거실바닥","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12228,"용호 오륙도SK뷰 35평, 화이트와 우드톤의 따뜻한 집",5천만원대,모던,"비스포크,키친핏,빌트인장,거실확장,아치,조이s2화이트조명침대,한샘책상,빌트인장,빌트인,한샘책상,빌트인장,빌트인","spa_0008,spa_0001,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
1223,"47PY 핑크&그레이, 부천 그린타운삼성 인테리어",5천만원대,"심플&amp;미니멀,모던,내추럴",,spa_0008
12236,들어오면 반겨주는 집,5천만원대,모던,"거실,웜인테리어,우물천정,화이트이미지,확장공사,드레스룸,시스템선반,옷방,수납방,부엌,ㅡ자부엌,화이트,깔끔한이미지,안방,붙박이장,슬라이딩장,호텔분위기,욕실,화이트,젠다이,욕조,휴판넬,휴플로우,현관,3연동초슬림중문,현관,3연동초슬림중문,망입유리,중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12238, 56평 연지동 연지자이2차  모던화이트,7천만원 이상,모던,"거실미가루버아트월,거실미가루버아트월,무몰딩커넵의깔끔한도장인테리어,거실TV를매립시켜심플한공간연출,공용욕실,공용욕실,공용욕실,진그레이컬러의타일로세렌된욕실을연출했습니다,공용욕실,진그레이컬러의타일로세렌된욕실을연출했습니다,드레스룸서재,드레스룸서재,와이드프리미엄중문으로서재및드레스룸공간분리,인테리어효과및공간활용극대화,부엌키친바흐100매트화이트,부엌키친바흐100매트화이트,거실을보고요리할수있는11자부엌,고급스러운대형아일랜배치로부엌의가치를UP,세탁조,세탁조,욕실대드스페이스를활용해세탁장설치,안방욕실LED거울,안방욕실LED거울,무드있는욕실공간에서하루동안쌓인피로를씻어버리세요,프리미엄슬라이딩중문,프리미엄슬라이딩중문,현관팬트리를없애고신발수납공간을늘리고,그레이경및벤치선반을활용해나만의틀별한현관연출,TV장매트화이트,TV장매트화이트,침실붙박이장전면에포인트간접조명설치로조도및무드를라이프스타일에맞게연출할수있습니다","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011"
12248,부산 해운대구 좌동 엘지LG 32평 인테리어,6천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007"
1225,서초 경남아너스빌 48평,5천만원대,모던,,spa_0008
12258,클래식한 무드로 재탄생,1천만원 미만,모던,"가죽소파,리클라이너소파,TV장,플로어스탠드,루이스폴센,거실인테리어,모션데스크,높낮이,책상,의자,샤워부스,샤워파티션,호델침대,빌트인장,호텔침대,빌트인장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011"
12262,창원시 의창구 동읍 대동다숲 30py- 화이트인테리어 따뜻하고 화사한 우리집,3천만원대,모던,"모던화이트,대동다숲,창원인테리어,강마루,필름,부엌,주방,한샘키친,무드화이트,화이트주방,붙박이장,한샘붙박이장,수납장,안방,안방리모델링,욕실,바스,한샘바스,화장실,소형욕실,욕실,바스,한샘바스,화장실,파티션","spa_0001,spa_0009,spa_0010,spa_0007"
12266,성산구 사파동 동성아파트 31평 모던화이트 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999"
12268,속초인테리어 _  속초 대명늘푸른아파트 24평형 부분리모델링,,모던,,"spa_0010,spa_0007,spa_0011,spa_9999"
12271,"신길 두산위브아파트(76m²)-23평 ""소형평수의 젊은 부부의 인테리어""",3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
1228,월넛에서 화이트&그레이로 변신한 47평 리모델링,4천만원대,모던,,spa_0008
12288,구포동원로얄듀크비스타 심플하면서 편안한 화이트 인테리어 34평형~,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12289,편안한 내추럴 톤으로,3천만원대,모던,"ㄱ자주방,원형테이블,냉장고장,빌트인냉장고,키큰장,팬던트조명,아일랜드,매트리스,3단서랍장,화장대,빌트인장,책장,슬라이딩장,빌트인장,패브릭소파,러그,거실인테리어,플로어스탠드,TV없는거실,거실책장,파우더형욕실,휴판넬,화장대,휴판넬","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0004,spa_0011"
12290,"해운대 좌동 선경아파트31평형 3인 가족, 모던한 가성비 인테리어",6천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12291,"기장 한신아파트 모던화이트 인테리어, 알콩달콩 신혼부부",5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011"
12298,화이트&핑크로 개성있는 디자인으로,7천만원 이상,모던,"거실인테리어,확장공사,윈도우시트,40평형대거실,원형우물천장,주방인테리어,오픈형주방,다운라이트조명,키친핏빌트인,유로200루체멜로우로즈","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011"
12300,대면형주방으로 바뀐 집,5천만원대,모던,"거실렌더링,거실인테리어,화이트거실,화이트모던거실,리하우스렌더링,리하우스도면,한샘3D,한샘렌더링,부산홈인테리어,부산홈리모델링,해운대현관인테리어,해운대신발장,부산아파트인테리어,부산아파트리모델링,부산해운대구인테리어,부산해운대구리모델링,부산한샘리하우스,부산리하우스,인스타일인테리어,한샘리하우스,부산인스타일,양산인스타일,김해인스타일,울산인스타일,실링팬,화이트인테리어,해운대아파트인테리어,TV매립인테리어,아트월인테리어,템바보드인테리어,해운대자이인테리어,해운대자이리모델링,해운대간접조명,해운대거실인테리어,거실이쁜집인테리어,거실예쁜집,실링팬인테리어,거실실링팬,화이트실링팬,3인치조명,MR조명,부산조명인테리어,해운대조명인테리어,해운대라이팅인테리어,부산라이팅인테리어,부산간접조명,해운대간접조명,한샘주방,한샘키친,한샘리하우스,해운대자이주방,해운대자이씽크대,해운대자이주방가구,해운대자이36평,한샘현관장,한샘신발장,한샘행잉신발장,한샘행잉현관장,한샘플랫화이트,플랫화이트현관장,해운대자이거실,해운대자이36평,해운대자이아파트,해운대아파트인테리어,해운대아파트리모델링,해운대화이트인테리어,해운대화이트모던인테리어,해운대모던화이트인테리어","spa_0001,spa_0010,spa_0011,spa_9999"
12302,창원시 의창구 명곡두산위브 225m2 형 모던n고급 인테리어,7천만원 이상,모던,"대면형주방,매트화이트,비스포크,대면형주방,매트화이트,비스포크,창원인테리어,명곡두산위브","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12303,33PY 화이트모던인테리어 온천동 럭키아파트,4천만원대,모던,"화이트,럭키아파트,미니멀,실링팬,30평대","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0011,spa_9999"
12304,"하단SK뷰 32평 화이트인테리어, 구축을 신축으로 바꿔보세요!",5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011"
12310,화이트&우드 의심할 수 없는 조합!! 사직 쌍용예가 56평!!,7천만원 이상,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_9999"
12314,시티세븐 61평 모던 화이트&그레이 탑엔지니어링 대리점,6천만원대,모던,시티세븐더자이60평대거실레이아웃화장실아치형도어아트월,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12316,모던화이트 인테리어와 만난 강렬한 주방을 소개합니다,4천만원대,모던,"무드화이트붙박이장,무드화이트붙박이장,유로503뉴트럴화이트침대set,호텔침대,밀란100무드,주방포인트,주방리모델링,한샘주방,바흐드레스룸,한샘드레스룸,빌트인플러스,빌트인플러스식당장,주방수납장,신혼인테리어,25평형리모델링,모던인테리어,토브소파,밀란블랑거실장,한샘중문,한샘욕실,건식욕실,욕실리모델링","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007,spa_9999"
12320,"인청 계양구 효성동 현대1차 47평, 거실 아트월 무드등으로 화려한 인테리어완성!",1천만원 미만,모던,,"spa_0008,spa_0001,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12321,유럽형 화이트모던스타일의 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12323,"인천시 삼산동 삼산타운2단지 두산아파트 33평, 깔끔한 우드 & 화이트 인테리어",,모던,,"spa_0008,spa_0001,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12325,간접조명으로 포인트를 준 기본에 충실한 우리집,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0007,spa_0011,spa_9999"
12334,심플 그레이 인테리어 끝판왕,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999"
12337,다대포 현대아파트 32평형 모던스타일 인테리어,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12356,"안락 강변뜨란채2단지 25평, 확장형 리모델링과 ㄷ자형 주방을 완성해보세요~!",3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011"
12357,"진구 삼성래미안아파트 47평 내츄럴인테리어, 마음을 담다",6천만원대,모던,"거실,내추럴인테리어,화이트,우물천장,실링팬,부엌,밀란200,네이비,ㄱ자부엌,개성,인테리어,서재,드레스룸,멀티룸,개성,안방,인테리어,붙박이장,따뜻한분위기,욕실,인테리어,휴플로우,욕실,인테리어,휴플로우,휴판넬,파티션,현관,신발장,중문,3연동초슬림,인테리어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
12358,"수정동 수정강변타운 24평, 화이트와 베이지로 완성한 신혼부부의 공간",3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011"
12363,초등학교입학하는 아이방 꾸미기-하단에스케이뷰아파트 32평형,3천만원대,모던,"11자대면형주방,아일랜드쿡탑설치,거실수납장,거실수납장,TV없는거실,거실수납장,TV없는거실,우물천장,독서등침대헤드,쉬고싶은안방,안방붙박이장,노출서랍붙박이장,슬라이딩화이트보드책장,학생책장,아이옷장,낮은옷장,초등학생아이방,아이방꾸미기,초등학생아이방,아이방꾸미기,어린이옷장,파우더장,원형거울파우더장,하단에스케이뷰아파트","spa_0001,spa_0009,spa_0006,spa_0010"
12367,창원 팔용 대동중앙아파트 21평형  화이트 인테리어 ,5천만원대,모던,,"spa_0008,spa_0001,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999"
12369,누구나 한번보면 탐내는 우리집,7천만원 이상,모던,"드레스룸,드레스룸인테리어,드레스룸꾸미기,한샘붙박이장,맞춤수납,드레스룸꾸미기,드레스룸인테리어,드레스룸,행거,행거형드레스룸,루버인테리어,간접조명,침실인테리어,안방인테리어,안방리모델링,부엌인테리어,부엌리모델링,한샘부엌,한샘키친,화이트오크,아이방꾸미기,아이방인테리어,아이방리모델링,한샘벽지,포인트벽지,빌트인책상,한샘침대,욕실인테리어,포인트타일,조적욕실,샤워부스,욕실리모델링,타일욕실,욕실인테리어,욕실리모델링,포인트타일,욕실파티션,조적욕실,현관인테리어,전실인테리어,행잉현관장,팬트리장,하부조명,한샘중문,스윙중문,현관인테리어,전실인테리어,행잉현관장,하부조명,팬트리장,한샘중문,스윙중문,히든도어,무몰딩인테리어,인테리어필름,거실인테리어,거실리모델링,무몰딩,무문선,한샘마루","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12370,"인천 부평구 산곡동 현대2차,3차 아파트 32평, 따뜻한 신혼집인테리어",,모던,"ㄱ자붙박이장, 드레스룸,시어터,한샘가구,한샘소파,3연동중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12371,구포 구포동원로얄듀크비스타 34평형 편안하고 부드러운 화이트 인테리어 ,5천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999"
12375,명지 금강펜테리움 27평형 베이지 인테리어,4천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12379,러블리함의 끝판왕! 핑크빛으로 물든 매력적인 인테리어,6천만원대,모던,"가벽파티션,중문파티션,거실리모데링,9mm문선,거실확장,거실인테리어,거실리모델링,아치형게이트,안방리모델링,루버인테리어,간접조명,한샘침대,안방인테리어,타일욕실,조적욕실,욕실젠다이,포인트타일,욕실인테리어,욕실리모델링,한샘부엌,부엌인테리어,부엌리모델링,한샘부엌,부엌인테리어,부엌리모델링,한샘키친,행잉현관장,현관인테리어,한샘중문,테라조타일","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999"
12383,베이지로 완성된 신혼집,3천만원대,모던,"ㄱ자형주방,원형테이블,루이스폴센,빌트인가전,아일랜드,거실인테리어,신혼부부인테리어,TV장,플로어스탠드,사이드테이블,빌트인플러스,시스템선반,철제선반,오픈형드레스룸,중문,침실인테리어,신혼부부침실,협탁,간접조명침대","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011"
12385,"해운대 대우1차 24평, 심플 화이트 미니멀",3천만원대,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999"
12388,도농동 부영아파트 인테리어 49평,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999"
1239,밝고 화사한 수퍼화이트PKG 시공사례,2천만원대,모던,,spa_0008
12391,롯데 묘향아파트 9단지 36평 인테리어 사례,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004"
12393,"거제 월드메르디앙 33평, 화이트 모던 집으로 꾸며보세요",1천만원대,모던,"ㄱㄷ자시공,수납공간,매트화이트,붙박이장,우물천장,간접조명,실크벽지,집중력향상,공부가하고싶은방","spa_0001,spa_0009,spa_0010,spa_0005"
12394,대화가 계속흐르는 집,3천만원대,모던,"ㄱ자형주방,4인용식탁,포세린식탁,펜던트조명,빌트인냉장고,거실인테리어,리클라이너소파,가죽소파,사이드테이블,TV장,벽걸이,발코니확장,블라인드,시스템선반,철제선반,빌트인장,붙박이장,드레스룸,협탁,베드밴치,침대벤치,화장대","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011,spa_9999"
12396,도농동 부영아파트 58평,,모던,,"spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999"
12397,33PY 춘천 퇴계 뜨란채아파트 춘천 인테리어&리모델링,,모던,,"spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999"
